JourneyRef,Time,LineNumber,JourneyPointRef,StopPointId,ApcAlightingCount,AfcBoardingCount,AfcAlightingCount,UpstreamTimingPointAbbreviation,DownstreamTimingPointAbbreviation,LineDirectionCode,ApcBoardingCount
20200919L0001J0016,2020-09-19 18:16:06.0000000,1,20200919L0001J0016#034 ,5454,4,0,1,ESTE,HVHS,2,0
20200919L0001J0016,2020-09-19 18:16:53.0000000,1,20200919L0001J0016#035 ,5094,0,0,0,ESTE,HVHS,2,1
20200919L0001J0016,2020-09-19 18:18:37.0000000,1,20200919L0001J0016#036 ,7085,2,0,1,ESTE,HVHS,2,0
20200919L0001J0016,2020-09-19 18:19:16.0000000,1,20200919L0001J0016#037 ,7086,0,0,0,ESTE,HVHS,2,0
20200919L0001J0016,2020-09-19 18:19:30.0000000,1,20200919L0001J0016#038 ,7087,0,0,0,ESTE,HVHS,2,0
20200919L0001J0016,2020-09-19 18:20:24.0000000,1,20200919L0001J0016#039 ,7088,2,0,0,ESTE,HVHS,2,0
20200919L0001J0016,2020-09-19 18:21:27.0000000,1,20200919L0001J0016#040 ,7089,0,0,0,ESTE,HVHS,2,0
20200919L0001J0016,2020-09-19 18:22:05.0000000,1,20200919L0001J0016#041 ,7067,0,0,0,ESTE,HVHS,2,0
20200919L0001J0016,2020-09-19 18:23:09.0000000,1,20200919L0001J0016#042 ,7070,1,0,0,ESTE,HVHS,2,0
20200919L0001J0016,2020-09-19 18:24:31.0000000,1,20200919L0001J0016#043 ,2096,0,0,0,ESTE,HVHS,2,0
20200919L0001J0016,2020-09-19 18:25:49.0000000,1,20200919L0001J0016#044 ,425,0,0,0,ESTE,HVHS,2,0
20200919L0001J0016,2020-09-19 18:27:17.0000000,1,20200919L0001J0016#045 ,30840,3,0,1,HVHS,HVHS,2,0
20200919L0001J0025,2020-09-19 17:09:08.0000000,1,20200919L0001J0025#001 ,30840,0,0,0,HVHS,HVHS,1,3
20200919L0001J0025,2020-09-19 17:09:43.0000000,1,20200919L0001J0025#002 ,409,0,0,0,HVHO,HVHO,1,0
20200919L0001J0025,2020-09-19 17:10:55.0000000,1,20200919L0001J0025#003 ,411,0,0,0,HVHO,ESTE,1,0
20200919L0001J0025,2020-09-19 17:12:40.0000000,1,20200919L0001J0025#004 ,2101,0,0,0,HVHO,ESTE,1,1
20200919L0001J0025,2020-09-19 17:13:48.0000000,1,20200919L0001J0025#005 ,7069,0,2,0,HVHO,ESTE,1,4
20200919L0001J0025,2020-09-19 17:15:14.0000000,1,20200919L0001J0025#006 ,7093,1,1,0,HVHO,ESTE,1,1
20200919L0001J0025,2020-09-19 17:16:15.0000000,1,20200919L0001J0025#007 ,7094,0,0,0,HVHO,ESTE,1,0
20200919L0001J0025,2020-09-19 17:16:53.0000000,1,20200919L0001J0025#008 ,7095,0,0,0,HVHO,ESTE,1,1
20200919L0001J0025,2020-09-19 17:17:48.0000000,1,20200919L0001J0025#009 ,7096,0,0,0,HVHO,ESTE,1,2
20200919L0001J0025,2020-09-19 17:18:57.0000000,1,20200919L0001J0025#010 ,7097,0,1,0,HVHO,ESTE,1,3
20200919L0001J0025,2020-09-19 17:20:17.0000000,1,20200919L0001J0025#011 ,5090,2,1,0,HVHO,ESTE,1,1
20200919L0001J0025,2020-09-19 17:21:16.0000000,1,20200919L0001J0025#012 ,5091,0,1,0,HVHO,ESTE,1,2
20200919L0001J0025,2020-09-19 17:21:53.0000000,1,20200919L0001J0025#013 ,1336,0,0,0,HVHO,ESTE,1,0
20200919L0001J0025,2020-09-19 17:22:38.0000000,1,20200919L0001J0025#014 ,1337,0,0,0,HVHO,ESTE,1,1
20200919L0001J0025,2020-09-19 17:23:58.0000000,1,20200919L0001J0025#015 ,1183,1,1,1,HVHO,ESTE,1,1
20200919L0001J0025,2020-09-19 17:24:53.0000000,1,20200919L0001J0025#016 ,7012,0,0,0,HVHO,ESTE,1,0
20200919L0001J0025,2020-09-19 17:27:13.0000000,1,20200919L0001J0025#017 ,7013,2,0,0,HVHO,ESTE,1,0
20200919L0001J0025,2020-09-19 17:29:29.0000000,1,20200919L0001J0025#018 ,45727,0,0,0,ESTE,ESTE,1,2
20200919L0001J0025,2020-09-19 17:30:29.0000000,1,20200919L0001J0025#019 ,1293,9,0,3,ESTE,ÅBV,1,0
